brand_name,generic_name,manufacturer,source
GPO-Lopinavir-Ritonavir-200-50mg-Tab-GPO,Lopinavir;Ritonavir,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Lopinavir-Ritonavir-Oral-Solution-GPO,Lopinavir;Ritonavir,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Losartan-50mg-Tab-GPO,Losartan,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Losartan-100mg-Tab-GPO,Losartan,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Metformin-500mg-Tab-GPO,Metformin,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Metformin-850mg-Tab-GPO,Metformin,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Montelukast-4mg-Chew-GPO,Montelukast,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Montelukast-5mg-Chew-GPO,Montelukast,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Montelukast-10mg-Tab-GPO,Montelukast,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Nevirapine-200mg-Tab-GPO,Nevirapine,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Nevirapine-Oral-Suspension-GPO,Nevirapine,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Oseltamivir-30mg-Cap-GPO,Oseltamivir,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Oseltamivir-45mg-Cap-GPO,Oseltamivir,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Pioglitazone-15mg-Tab-GPO,Pioglitazone,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Pioglitazone-30mg-Tab-GPO,Pioglitazone,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Raltegravir-400mg-Tab-GPO,Raltegravir,Government Pharmaceutical Organization,AI-Enriched-2026
Thai-Nakorn-Paracetamol-500,Paracetamol,Thai Nakorn Patana,AI-Enriched-2026
Bakamol-Plus-Extra,Paracetamol;Caffeine,Thai Nakorn Patana,AI-Enriched-2026
Decolgen-Night,Paracetamol;Chlorpheniramine;Phenylephrine,Thai Nakorn Patana,AI-Enriched-2026
Antacil-Gel-Sugar-Free,Aluminium hydroxide;Magnesium hydroxide;Simethicone,Thai Nakorn Patana,AI-Enriched-2026
Norgyl-400-Tablet,Metronidazole,Thai Nakorn Patana,AI-Enriched-2026
Sulidine-C-Liquid,Chlorpheniramine;Phenylephrine,Thai Nakorn Patana,AI-Enriched-2026
Buron-Naproxen-250,Naproxen,Thai Nakorn Patana,AI-Enriched-2026
Tiffy-Rub,Menthol;Camphor;Eucalyptus oil,Thai Nakorn Patana,AI-Enriched-2026
Para-S-Strawberry,Paracetamol,Thai Nakorn Patana,AI-Enriched-2026
Seda-Z-TNP-Liquid,Diphenhydramine,Thai Nakorn Patana,AI-Enriched-2026
Siam-Amlopine-S,Amlodipine,Siam Pharmaceutical,AI-Enriched-2026
Siam-Bisoprol-S,Bisoprolol,Siam Pharmaceutical,AI-Enriched-2026
Siam-Clopid-S,Clopidogrel,Siam Pharmaceutical,AI-Enriched-2026
Siam-Etoricox-S,Etoricoxib,Siam Pharmaceutical,AI-Enriched-2026
Siam-Glicla-S,Gliclazide,Siam Pharmaceutical,AI-Enriched-2026
Siam-Itracon-S,Itraconazole,Siam Pharmaceutical,AI-Enriched-2026
Siam-Levetir-S,Levetiracetam,Siam Pharmaceutical,AI-Enriched-2026
Siam-Meloxic-S,Meloxicam,Siam Pharmaceutical,AI-Enriched-2026
Siam-Pregab-S,Pregabalin,Siam Pharmaceutical,AI-Enriched-2026
Siam-Sertra-S,Sertraline,Siam Pharmaceutical,AI-Enriched-2026
Siam-Tramad-S,Tramadol,Siam Pharmaceutical,AI-Enriched-2026
Siam-Venla-S,Venlafaxine,Siam Pharmaceutical,AI-Enriched-2026
Siam-Azithro-S,Azithromycin,Siam Pharmaceutical,AI-Enriched-2026
Siam-Clarithro-S,Clarithromycin,Siam Pharmaceutical,AI-Enriched-2026
Siam-Fenofib-S,Fenofibrate,Siam Pharmaceutical,AI-Enriched-2026
Siam-Metfor-S,Metformin,Siam Pharmaceutical,AI-Enriched-2026
Siam-Pantopra-S,Pantoprazole,Siam Pharmaceutical,AI-Enriched-2026
Siam-Rosuvas-S,Rosuvastatin,Siam Pharmaceutical,AI-Enriched-2026
Berlin-Lercan-S,Lercanidipine,Berlin Pharmaceutical,AI-Enriched-2026
Berlin-Vilda-S,Vildagliptin,Berlin Pharmaceutical,AI-Enriched-2026
Berlin-Sitag-S,Sitagliptin,Berlin Pharmaceutical,AI-Enriched-2026
Berlin-Dapa-S,Dapagliflozin,Berlin Pharmaceutical,AI-Enriched-2026
Berlin-Empa-S,Empagliflozin,Berlin Pharmaceutical,AI-Enriched-2026
Berlin-Linag-S,Linagliptin,Berlin Pharmaceutical,AI-Enriched-2026
Berlin-Olme-S,Olmesartan,Berlin Pharmaceutical,AI-Enriched-2026
Berlin-Irbe-S,Irbesartan,Berlin Pharmaceutical,AI-Enriched-2026
Berlin-Cand-S,Candesartan,Berlin Pharmaceutical,AI-Enriched-2026
Berlin-Montel-S,Montelukast,Berlin Pharmaceutical,AI-Enriched-2026
Berlin-Fexo-S,Fexofenadine,Berlin Pharmaceutical,AI-Enriched-2026
Berlin-Deslo-S,Desloratadine,Berlin Pharmaceutical,AI-Enriched-2026
Berlipril-S,Enalapril,Berlin Pharmaceutical,AI-Enriched-2026
Berli-Ten-S,Atenolol,Berlin Pharmaceutical,AI-Enriched-2026
Berlin-Losa-HCT-S,Losartan;Hydrochlorothiazide,Berlin Pharmaceutical,AI-Enriched-2026
Berlin-Irbe-HCT-S,Irbesartan;Hydrochlorothiazide,Berlin Pharmaceutical,AI-Enriched-2026
Berlin-Olme-HCT-S,Olmesartan;Hydrochlorothiazide,Berlin Pharmaceutical,AI-Enriched-2026
Berlin-Cand-HCT-S,Candesartan;Hydrochlorothiazide,Berlin Pharmaceutical,AI-Enriched-2026
Berlin-Rosu-Eze-S,Rosuvastatin;Ezetimibe,Berlin Pharmaceutical,AI-Enriched-2026
Berlin-Ator-Eze-S,Atorvastatin;Ezetimibe,Berlin Pharmaceutical,AI-Enriched-2026
Berlin-Simva-Eze-S,Simvastatin;Ezetimibe,Berlin Pharmaceutical,AI-Enriched-2026
TNP-Metoclopramide-S,Metoclopramide,Thai Nakorn Patana,AI-Enriched-2026
Bio-Amoxicillin-Clavulanate-1000-B,Amoxicillin;Clavulanic acid,Biolab,AI-Enriched-2026
Bio-Cefaclor-500-B,Cefaclor,Biolab,AI-Enriched-2026
Bio-Cefixime-400-B,Cefixime,Biolab,AI-Enriched-2026
Bio-Glimepiride-4-B,Glimepiride,Biolab,AI-Enriched-2026
Bio-Lisinopril-20-B,Lisinopril,Biolab,AI-Enriched-2026
Bio-Ramipril-10-B,Ramipril,Biolab,AI-Enriched-2026
Bio-Valsartan-320-B,Valsartan,Biolab,AI-Enriched-2026
Bio-Irbesartan-300-B,Irbesartan,Biolab,AI-Enriched-2026
Bio-Empagliflozin-25-B,Empagliflozin,Biolab,AI-Enriched-2026
Bio-Dapagliflozin-10-B,Dapagliflozin,Biolab,AI-Enriched-2026
Bio-Sitagliptin-100-B,Sitagliptin,Biolab,AI-Enriched-2026
Bio-Vildagliptin-50-B,Vildagliptin,Biolab,AI-Enriched-2026
Bio-Lansoprazole-30-B,Lansoprazole,Biolab,AI-Enriched-2026
Bio-Esomeprazole-40-B,Esomeprazole,Biolab,AI-Enriched-2026
Bio-Rabeprazole-20-B,Rabeprazole,Biolab,AI-Enriched-2026
Bio-Montelukast-10-B,Montelukast,Biolab,AI-Enriched-2026
Bio-Levocetirizine-5-B,Levocetirizine,Biolab,AI-Enriched-2026
Mega-W-C-Flexigen-60,Hydrolyzed collagen,Mega Lifesciences,AI-Enriched-2026
Mega-W-C-Nat-C-Yummy,Vitamin C,Mega Lifesciences,AI-Enriched-2026
Mega-W-C-Nat-B-100-Plus,Vitamin B complex,Mega Lifesciences,AI-Enriched-2026
Mega-W-C-Enat-Cream-Plus,Vitamin E,Mega Lifesciences,AI-Enriched-2026
Mega-W-C-Ferrovit-Z-Plus,Iron;Folic acid;Zinc,Mega Lifesciences,AI-Enriched-2026
Mega-W-C-Zincomin-E-Plus,Zinc;Vitamin E;Vitamin C,Mega Lifesciences,AI-Enriched-2026
Mega-W-C-Rivoflo-600-Plus,Acetylcysteine,Mega Lifesciences,AI-Enriched-2026
Mega-W-C-Fenoflex-200-Plus,Fenofibrate,Mega Lifesciences,AI-Enriched-2026
Mega-W-C-Gofen-400-Plus,Ibuprofen,Mega Lifesciences,AI-Enriched-2026
Mega-W-C-Eugica-Spray-Plus,Ectoin,Mega Lifesciences,AI-Enriched-2026
Mega-W-C-Ginsomin-Ex-Plus,Ginseng;Vitamins,Mega Lifesciences,AI-Enriched-2026
Mega-W-C-Acna-Care-Plus,Zinc;Vitamins,Mega Lifesciences,AI-Enriched-2026
Mega-W-C-Regenez-Plus,Biotin;Minerals,Mega Lifesciences,AI-Enriched-2026
Mega-W-C-Pine-Bark-Plus,Pine bark extract,Mega Lifesciences,AI-Enriched-2026
Mega-W-C-Mega-Mag-Plus-S,Magnesium,Mega Lifesciences,AI-Enriched-2026
Mega-W-C-Garlic-Oil-Plus,Garlic oil,Mega Lifesciences,AI-Enriched-2026
Mega-W-C-Evening-Primrose-Plus-S,Evening primrose oil,Mega Lifesciences,AI-Enriched-2026
TP-Paracetamol-650-F,Paracetamol,T.P. Drug Laboratories,AI-Enriched-2026
TP-Bromhexine-16-T,Bromhexine,T.P. Drug Laboratories,AI-Enriched-2026
TP-Salbutamol-Syrup-T,Salbutamol,T.P. Drug Laboratories,AI-Enriched-2026
TP-Prednisolone-Sol-T,Prednisolone,T.P. Drug Laboratories,AI-Enriched-2026
TP-Amoxicillin-250-Capsule-T,Amoxicillin,T.P. Drug Laboratories,AI-Enriched-2026
TP-Cloxacillin-250-Capsule-T,Cloxacillin,T.P. Drug Laboratories,AI-Enriched-2026
TP-Doxycycline-50-Capsule-T,Doxycycline,T.P. Drug Laboratories,AI-Enriched-2026
TP-Erythromycin-Suspension-T,Erythromycin,T.P. Drug Laboratories,AI-Enriched-2026
TP-Gentamicin-Injection-T,Gentamicin,T.P. Drug Laboratories,AI-Enriched-2026
TP-Moxifloxacin-400-Injection-T,Moxifloxacin,T.P. Drug Laboratories,AI-Enriched-2026
TP-Metformin-850-Tablet-T,Metformin,T.P. Drug Laboratories,AI-Enriched-2026
TP-Dexamethasone-4-Tablet-T,Dexamethasone,T.P. Drug Laboratories,AI-Enriched-2026
TP-Diclofenac-25-Tablet-T,Diclofenac,T.P. Drug Laboratories,AI-Enriched-2026
TP-Mefenamic-250-Tablet-T,Mefenamic acid,T.P. Drug Laboratories,AI-Enriched-2026
TP-Omeprazole-40-Capsule-T,Omeprazole,T.P. Drug Laboratories,AI-Enriched-2026
TP-Ciprofloxacin-200-Infusion-T,Ciprofloxacin,T.P. Drug Laboratories,AI-Enriched-2026
Pfizer-Xalatan-Thai-Solution,Latanoprost,Pfizer,AI-Enriched-2026
Pfizer-Cardura-XL-8mg-Thai,Doxazosin,Pfizer,AI-Enriched-2026
Pfizer-Zithromax-Thai-Suspension,Azithromycin,Pfizer,AI-Enriched-2026
Pfizer-Vfend-Thai-Tablet-200,Voriconazole,Pfizer,AI-Enriched-2026
Pfizer-Dostinex-Thai-05,Cabergoline,Pfizer,AI-Enriched-2026
Pfizer-Sermion-Thai-30mg,Nicergoline,Pfizer,AI-Enriched-2026
Pfizer-Halcion-Thai-025,Triazolam,Pfizer,AI-Enriched-2026
Pfizer-Minipress-Thai-1mg,Prazosin,Pfizer,AI-Enriched-2026
Pfizer-Minipress-Thai-2mg,Prazosin,Pfizer,AI-Enriched-2026
Pfizer-Norpace-Thai-100mg,Disopyramide,Pfizer,AI-Enriched-2026
Pfizer-Norpace-Thai-150mg,Disopyramide,Pfizer,AI-Enriched-2026
Pfizer-Sinequan-Thai-10mg,Doxepin,Pfizer,AI-Enriched-2026
Pfizer-Sinequan-Thai-25mg,Doxepin,Pfizer,AI-Enriched-2026
Pfizer-Dalacin-C-Thai-300,Clindamycin,Pfizer,AI-Enriched-2026
Pfizer-Solu-Cortef-Thai-100,Hydrocortisone,Pfizer,AI-Enriched-2026
Pfizer-Solu-Cortef-Thai-500,Hydrocortisone,Pfizer,AI-Enriched-2026
Pfizer-Solu-Medrol-Thai-40,Methylprednisolone,Pfizer,AI-Enriched-2026
Pfizer-Solu-Medrol-Thai-500,Methylprednisolone,Pfizer,AI-Enriched-2026
Pfizer-Cytotec-Thai-200,Misoprostol,Pfizer,AI-Enriched-2026
Pfizer-Sayana-Press-Thai-104,Medroxyprogesterone acetate,Pfizer,AI-Enriched-2026
GSK-Augmentin-Thai-ES-600,Amoxicillin;Clavulanate potassium,GSK,AI-Enriched-2026
GSK-Zinnat-Thai-125mg-Tab,Cefuroxime axetil,GSK,AI-Enriched-2026
GSK-Ventolin-Thai-Nebules-2.5,Salbutamol,GSK,AI-Enriched-2026
GSK-Ventolin-Thai-Nebules-5,Salbutamol,GSK,AI-Enriched-2026
GSK-Seretide-Thai-Accu-100,Salmeterol;Fluticasone propionate,GSK,AI-Enriched-2026
GSK-Seretide-Thai-Accu-250,Salmeterol;Fluticasone propionate,GSK,AI-Enriched-2026
GSK-Seretide-Thai-Accu-500,Salmeterol;Fluticasone propionate,GSK,AI-Enriched-2026
GSK-Flixotide-Thai-Neb-05,Fluticasone propionate,GSK,AI-Enriched-2026
GSK-Flixotide-Thai-Neb-2,Fluticasone propionate,GSK,AI-Enriched-2026
GSK-Avamys-Thai-120-Doses,Fluticasone furoate,GSK,AI-Enriched-2026
GSK-Lamictal-Thai-25mg,Lamotrigine,GSK,AI-Enriched-2026
GSK-Lamictal-Thai-100mg,Lamotrigine,GSK,AI-Enriched-2026
GSK-Seroxat-Thai-20mg,Paroxetine,GSK,AI-Enriched-2026
GSK-Wellbutrin-Thai-SR-150,Bupropion,GSK,AI-Enriched-2026
GSK-Imigran-Thai-50mg,Sumatriptan,GSK,AI-Enriched-2026
GSK-Imigran-Thai-100mg,Sumatriptan,GSK,AI-Enriched-2026
GSK-Zentel-Thai-Suspension,Albendazole,GSK,AI-Enriched-2026
GSK-Relenza-Thai-Diskhaler,Zanamivir,GSK,AI-Enriched-2026
GSK-Nucala-Thai-Auto,Mepolizumab,GSK,AI-Enriched-2026
GSK-Benlysta-Thai-Auto,Belimumab,GSK,AI-Enriched-2026
AZ-Nexium-Thai-Inj-40,Esomeprazole,AstraZeneca,AI-Enriched-2026
AZ-Crestor-Thai-Tablet-5,Rosuvastatin,AstraZeneca,AI-Enriched-2026
AZ-Forxiga-Thai-Tablet-5,Dapagliflozin,AstraZeneca,AI-Enriched-2026
AZ-Xigduo-XR-Thai-5-500,Dapagliflozin;Metformin,AstraZeneca,AI-Enriched-2026
AZ-Symbicort-Thai-80-Turb,Budesonide;Formoterol,AstraZeneca,AI-Enriched-2026
AZ-Brilinta-Thai-Tablet-60,Ticagrelor,AstraZeneca,AI-Enriched-2026
AZ-Tagrisso-Thai-Tablet-40,Osimertinib,AstraZeneca,AI-Enriched-2026
AZ-Lynparza-Thai-Tablet-150,Olaparib,AstraZeneca,AI-Enriched-2026
AZ-Calquence-Thai-Cap-100,Acalabrutinib,AstraZeneca,AI-Enriched-2026
AZ-Fasenra-Thai-Pen-30,Benralizumab,AstraZeneca,AI-Enriched-2026
Roche-Rocephin-1g-TH-Vial,Ceftriaxone,Roche,AI-Enriched-2026
Roche-MabThera-500mg-TH-Concentrate,Rituximab,Roche,AI-Enriched-2026
Roche-Herceptin-150mg-TH-Lyophilized,Trastuzumab,Roche,AI-Enriched-2026
Roche-Avastin-100mg-TH-Concentrate,Bevacizumab,Roche,AI-Enriched-2026
Roche-Kadcyla-160mg-TH-Powder,Trastuzumab emtansine,Roche,AI-Enriched-2026
Roche-Tecentriq-840mg-TH-Concentrate,Atezolizumab,Roche,AI-Enriched-2026
Roche-Perjeta-420mg-TH-Concentrate,Pertuzumab,Roche,AI-Enriched-2026
Roche-Gazyva-1000mg-TH-Vial,Obinutuzumab,Roche,AI-Enriched-2026
Roche-Polivy-140mg-TH-Injection,Polatuzumab vedotin,Roche,AI-Enriched-2026
Roche-Hemlibra-150mg-TH-Syringe,Emicizumab,Roche,AI-Enriched-2026
Roche-Evrysdi-60mg-TH-Powder,Risdiplam,Roche,AI-Enriched-2026
Roche-Xofluza-20mg-TH-Tablet,Baloxavir marboxil,Roche,AI-Enriched-2026
Novartis-Entresto-50mg-TH-Tablet,Sacubitril;Valsartan,Novartis,AI-Enriched-2026
Novartis-Entresto-100mg-TH-Tablet,Sacubitril;Valsartan,Novartis,AI-Enriched-2026
Novartis-Entresto-200mg-TH-Tablet,Sacubitril;Valsartan,Novartis,AI-Enriched-2026
Novartis-Galvus-50mg-TH-Tablet,Vildagliptin,Novartis,AI-Enriched-2026
Novartis-Galvus-Met-50-850-TH-Tablet,Vildagliptin;Metformin,Novartis,AI-Enriched-2026
Novartis-Galvus-Met-50-1000-TH-Tablet,Vildagliptin;Metformin,Novartis,AI-Enriched-2026
Novartis-Cosentyx-150mg-TH-Syringe,Secukinumab,Novartis,AI-Enriched-2026
Novartis-Jakavi-5mg-TH-Tablet,Ruxolitinib,Novartis,AI-Enriched-2026
Novartis-Jakavi-15mg-TH-Tablet,Ruxolitinib,Novartis,AI-Enriched-2026
Novartis-Jakavi-20mg-TH-Tablet,Ruxolitinib,Novartis,AI-Enriched-2026
Novartis-Kisqali-200mg-TH-Tablet,Ribociclib,Novartis,AI-Enriched-2026
Novartis-Zykadia-150mg-TH-Capsule,Ceritinib,Novartis,AI-Enriched-2026
Novartis-Mayzent-2mg-TH-Tablet,Siponimod,Novartis,AI-Enriched-2026
Sanofi-Lantus-100U-TH-Vial,Insulin glargine,Sanofi,AI-Enriched-2026
Sanofi-Toujeo-300U-TH-SoloStar,Insulin glargine,Sanofi,AI-Enriched-2026
Sanofi-Apidra-100U-TH-SoloStar,Insulin glulisine,Sanofi,AI-Enriched-2026
Sanofi-Amaryl-1mg-TH-Tablet,Glimepiride,Sanofi,AI-Enriched-2026
Sanofi-Amaryl-2mg-TH-Tablet,Glimepiride,Sanofi,AI-Enriched-2026
Sanofi-Plavix-75mg-TH-Tablet,Clopidogrel,Sanofi,AI-Enriched-2026
Sanofi-Aprovel-150mg-TH-Tablet,Irbesartan,Sanofi,AI-Enriched-2026
Sanofi-Aprovel-300mg-TH-Tablet,Irbesartan,Sanofi,AI-Enriched-2026
Sanofi-Tritace-5mg-TH-Tablet,Ramipril,Sanofi,AI-Enriched-2026
Sanofi-Clexane-20mg-TH-Syringe,Enoxaparin,Sanofi,AI-Enriched-2026
Sanofi-Clexane-40mg-TH-Syringe,Enoxaparin,Sanofi,AI-Enriched-2026
Sanofi-Clexane-60mg-TH-Syringe,Enoxaparin,Sanofi,AI-Enriched-2026
Sanofi-Clexane-80mg-TH-Syringe,Enoxaparin,Sanofi,AI-Enriched-2026
MSD-Januvia-25mg-TH-Tablet,Sitagliptin,MSD,AI-Enriched-2026
MSD-Januvia-50mg-TH-Tablet,Sitagliptin,MSD,AI-Enriched-2026
MSD-Januvia-100mg-TH-Tablet,Sitagliptin,MSD,AI-Enriched-2026
MSD-Janumet-50-500mg-TH-Tablet,Sitagliptin;Metformin,MSD,AI-Enriched-2026
MSD-Janumet-50-1000mg-TH-Tablet,Sitagliptin;Metformin,MSD,AI-Enriched-2026
MSD-Keytruda-100mg-TH-Injection,Pembrolizumab,MSD,AI-Enriched-2026
MSD-Gardasil-9-TH-Syringe,Human Papillomavirus Vaccine,MSD,AI-Enriched-2026
MSD-Steglatro-5mg-TH-Tablet,Ertugliflozin,MSD,AI-Enriched-2026
MSD-Steglatro-15mg-TH-Tablet,Ertugliflozin,MSD,AI-Enriched-2026
MSD-Bridion-200mg-TH-Injection,Sugammadex,MSD,AI-Enriched-2026
MSD-Isentress-400mg-TH-Tablet,Raltegravir,MSD,AI-Enriched-2026
MSD-Belsomra-20mg-TH-Tablet,Suvorexant,MSD,AI-Enriched-2026
Abbott-Duphalac-Easy-Dose-15ml-Thai-Sachet,Lactulose,Abbott,AI-Enriched-2026
Abbott-Surbex-Zinc-B-Complex-Thai-60s,Vitamin B-complex;Zinc,Abbott,AI-Enriched-2026
Abbott-Klacid-MR-500mg-Thai-Tablet-Abbott,Clarithromycin,Abbott,AI-Enriched-2026
Abbott-Lipanthyl-Supra-160mg-Thai-Abbott,Fenofibrate,Abbott,AI-Enriched-2026
Abbott-Physiotens-0.2mg-Thai-Abbott-Tablet,Moxonidine,Abbott,AI-Enriched-2026
Abbott-Ganaton-50mg-Thai-Abbott-Tablet,Itopride hydrochloride,Abbott,AI-Enriched-2026
Abbott-Simdax-Levosimendan-Thai-Vial,Levosimendan,Abbott,AI-Enriched-2026
Abbott-Isoptin-SR-240mg-Thai-Abbott-Tablet,Verapamil hydrochloride,Abbott,AI-Enriched-2026
Abbott-Brufen-400mg-Thai-Abbott-Tablet,Ibuprofen,Abbott,AI-Enriched-2026
Abbott-Creon-10000-Thai-Abbott-Capsule,Pancreatin,Abbott,AI-Enriched-2026
Abbott-Duodopa-Intestinal-Gel-Thai-Abbott,Levodopa;Carbidopa,Abbott,AI-Enriched-2026
Abbott-Zemplar-1mcg-Thai-Abbott-Capsule,Paricalcitol,Abbott,AI-Enriched-2026
Abbott-Maviret-100-40mg-Thai-Abbott,Glecaprevir;Pibrentasvir,Abbott,AI-Enriched-2026
Abbott-Norvir-100mg-Thai-Abbott-Tablet,Ritonavir,Abbott,AI-Enriched-2026
Abbott-Kaletra-200-50mg-Thai-Abbott-Tablet,Lopinavir;Ritonavir,Abbott,AI-Enriched-2026
Abbott-Rythmol-SR-425mg-Thai-Abbott,Propafenone hydrochloride,Abbott,AI-Enriched-2026
Abbott-Biaxin-XL-500mg-Thai-Abbott-Tab,Clarithromycin,Abbott,AI-Enriched-2026
Abbott-Teveten-600mg-Thai-Abbott-Tab,Eprosartan,Abbott,AI-Enriched-2026
Abbott-Sevorane-250ml-Thai-Inhalation,Sevoflurane,Abbott,AI-Enriched-2026
Abbott-Forane-Liquid-Thai-Inhalation,Isoflurane,Abbott,AI-Enriched-2026
Bayer-Xarelto-10mg-Thai-Bayer-Tablet,Rivaroxaban,Bayer,AI-Enriched-2026
Bayer-Xarelto-20mg-Thai-Bayer-Tablet,Rivaroxaban,Bayer,AI-Enriched-2026
Bayer-Adalat-CR-30mg-Thai-Bayer-Tablet,Nifedipine,Bayer,AI-Enriched-2026
Bayer-Adalat-CR-60mg-Thai-Bayer-Tablet,Nifedipine,Bayer,AI-Enriched-2026
Bayer-Glucobay-50mg-Thai-Bayer-Tablet,Acarbose,Bayer,AI-Enriched-2026
Bayer-Glucobay-100mg-Thai-Bayer-Tablet,Acarbose,Bayer,AI-Enriched-2026
Bayer-Aspirin-Protect-100mg-Thai-Bayer,Aspirin,Bayer,AI-Enriched-2026
Bayer-Canesten-10g-Cream-Thai-Bayer,Clotrimazole,Bayer,AI-Enriched-2026
Bayer-Canesten-20g-Cream-Thai-Bayer,Clotrimazole,Bayer,AI-Enriched-2026
Bayer-Canesten-500mg-Vaginal-Thai-Bayer,Clotrimazole,Bayer,AI-Enriched-2026
Bayer-Yaz-24-4-Thai-Bayer-Contraceptive,Ethinylestradiol;Drospirenone,Bayer,AI-Enriched-2026
Bayer-Yasmin-21-Thai-Bayer-Contraceptive,Ethinylestradiol;Drospirenone,Bayer,AI-Enriched-2026
Bayer-Nexavar-200mg-Thai-Bayer-Tablet,Sorafenib,Bayer,AI-Enriched-2026
Bayer-Stivarga-40mg-Thai-Bayer-Tablet,Regorafenib,Bayer,AI-Enriched-2026
Bayer-Visanne-2mg-Thai-Bayer-Tablet,Dienogest,Bayer,AI-Enriched-2026
Bayer-Nebido-1000mg-Thai-Bayer-Injection,Testosterone undecanoate,Bayer,AI-Enriched-2026
Bayer-Eylea-40mg-ml-Thai-Bayer-Vial,Aflibercept,Bayer,AI-Enriched-2026
Bayer-Ultravist-370-Thai-Bayer-Injection,Iopromide,Bayer,AI-Enriched-2026
Bayer-Gadovist-1-0-Thai-Bayer-Injection,Gadobutrol,Bayer,AI-Enriched-2026
Bayer-Kerendia-20mg-Thai-Bayer-Tablet,Finerenone,Bayer,AI-Enriched-2026
J&J-Tylenol-500mg-Thai-J&J-Caplet,Paracetamol,J&J,AI-Enriched-2026
J&J-Imodium-2mg-Thai-J&J-Capsule,Loperamide hydrochloride,J&J,AI-Enriched-2026
J&J-Motilium-M-Thai-J&J-Tablet,Domperidone,J&J,AI-Enriched-2026
J&J-Risperdal-1mg-Thai-J&J-Tablet,Risperidone,J&J,AI-Enriched-2026
J&J-Risperdal-2mg-Thai-J&J-Tablet,Risperidone,J&J,AI-Enriched-2026
J&J-Concerta-18mg-Thai-J&J-Tablet,Methylphenidate hydrochloride,J&J,AI-Enriched-2026
J&J-Concerta-36mg-Thai-J&J-Tablet,Methylphenidate hydrochloride,J&J,AI-Enriched-2026
Lilly-Humalog-100U-ml-Thai-Lilly-KwikPen,Insulin Lispro,Eli Lilly,AI-Enriched-2026
Lilly-Humulin-70-30-Thai-Lilly-KwikPen,Insulin Isophane;Insulin Soluble,Eli Lilly,AI-Enriched-2026
Lilly-Mounjaro-5mg-Thai-Lilly-Pen,Tirzepatide,Eli Lilly,AI-Enriched-2026
Cipla-Azee-500,Azithromycin,Cipla Ltd.,AI-Enriched-2026
Cipla-Ciplox-500,Ciprofloxacin,Cipla Ltd.,AI-Enriched-2026
Cipla-Montair-10,Montelukast,Cipla Ltd.,AI-Enriched-2026
Cipla-Budecort-200,Budesonide,Cipla Ltd.,AI-Enriched-2026
Cipla-Foracort-400,Budesonide;Formoterol,Cipla Ltd.,AI-Enriched-2026
Cipla-Tiova-Rotacap,Tiotropium,Cipla Ltd.,AI-Enriched-2026
Cipla-Duolin-Respules,Salbutamol;Ipratropium,Cipla Ltd.,AI-Enriched-2026
Cipla-Asthalin-200,Salbutamol,Cipla Ltd.,AI-Enriched-2026
Cipla-Ciplar-LA-40,Propranolol,Cipla Ltd.,AI-Enriched-2026
Cipla-Metolar-XR-50,Metoprolol,Cipla Ltd.,AI-Enriched-2026
DrReddy-Stamlo-5,Amlodipine,Dr. Reddy's Laboratories,AI-Enriched-2026
DrReddy-Stamlo-10,Amlodipine,Dr. Reddy's Laboratories,AI-Enriched-2026
DrReddy-Atocor-10,Atorvastatin,Dr. Reddy's Laboratories,AI-Enriched-2026
DrReddy-Atocor-20,Atorvastatin,Dr. Reddy's Laboratories,AI-Enriched-2026
DrReddy-Razo-20,Rabeprazole,Dr. Reddy's Laboratories,AI-Enriched-2026
DrReddy-Enam-2.5,Enalapril,Dr. Reddy's Laboratories,AI-Enriched-2026
DrReddy-Enam-5,Enalapril,Dr. Reddy's Laboratories,AI-Enriched-2026
DrReddy-Enam-10,Enalapril,Dr. Reddy's Laboratories,AI-Enriched-2026
Sun-Rosuvas-10,Rosuvastatin,Sun Pharmaceutical Industries Ltd.,AI-Enriched-2026
Sun-Rosuvas-20,Rosuvastatin,Sun Pharmaceutical Industries Ltd.,AI-Enriched-2026
Sun-Istamet-50-500,Sitagliptin;Metformin,Sun Pharmaceutical Industries Ltd.,AI-Enriched-2026
Sun-Istamet-50-1000,Sitagliptin;Metformin,Sun Pharmaceutical Industries Ltd.,AI-Enriched-2026
Sun-Pantocid-D,Pantoprazole;Domperidone,Sun Pharmaceutical Industries Ltd.,AI-Enriched-2026
Sun-Pantocid-ISR,Pantoprazole;Levosulpiride,Sun Pharmaceutical Industries Ltd.,AI-Enriched-2026
