icd_code,diagnosis_name,procedure_type,min_days,max_days,typical_days,notes,source
O10.02,"Pre-existing essential hypertension, second trimester",InPatient,2,4,3,Mid-gestation blood pressure control; screening for placental insufficiency.,AI-Enriched-WHO-ThaiDRG
O10.03,"Pre-existing essential hypertension, third trimester",InPatient,3,5,4,Monitoring for transition to superimposed pre-eclampsia.,AI-Enriched-WHO-ThaiDRG
O10.11,"Pre-existing hypertensive heart disease, first trimester",InPatient,3,6,4,Cardiac assessment in chronic hypertensive pregnant patients.,AI-Enriched-WHO-ThaiDRG
O10.12,"Pre-existing hypertensive heart disease, second trimester",InPatient,3,6,4,Surveillance for heart failure signs due to increased blood volume.,AI-Enriched-WHO-ThaiDRG
O10.13,"Pre-existing hypertensive heart disease, third trimester",InPatient,4,7,5,Late pregnancy cardiac compensation monitoring.,AI-Enriched-WHO-ThaiDRG
O10.21,"Pre-existing hypertensive renal disease, first trimester",InPatient,3,6,4,Baseline renal function monitoring in chronic hypertensive patients.,AI-Enriched-WHO-ThaiDRG
O10.22,"Pre-existing hypertensive renal disease, second trimester",InPatient,3,6,4,Monitoring for worsening proteinuria and creatinine levels.,AI-Enriched-WHO-ThaiDRG
O10.23,"Pre-existing hypertensive renal disease, third trimester",InPatient,4,7,5,Risk management for acute kidney injury in late gestation.,AI-Enriched-WHO-ThaiDRG
O10.31,"Pre-existing hypertensive heart and renal disease, first trimester",InPatient,4,8,5,Multisystem chronic condition monitoring in early pregnancy.,AI-Enriched-WHO-ThaiDRG
O10.32,"Pre-existing hypertensive heart and renal disease, second trimester",InPatient,4,8,5,"Care coordination between cardiology, nephrology, and obstetrics.",AI-Enriched-WHO-ThaiDRG
O10.33,"Pre-existing hypertensive heart and renal disease, third trimester",InPatient,5,10,6,High risk for maternal morbidity; close observation for fluid overload.,AI-Enriched-WHO-ThaiDRG
O10.41,"Pre-existing secondary hypertension, first trimester",InPatient,3,6,4,"Investigation and management of underlying cause (e.g., endocrine).",AI-Enriched-WHO-ThaiDRG
O10.42,"Pre-existing secondary hypertension, second trimester",InPatient,3,6,4,Continuing management of secondary hypertension; monitor fetal growth.,AI-Enriched-WHO-ThaiDRG
O10.43,"Pre-existing secondary hypertension, third trimester",InPatient,4,7,5,Stabilization for delivery in patients with secondary hypertension.,AI-Enriched-WHO-ThaiDRG
O10.91,"Unspecified pre-existing hypertension, first trimester",InPatient,2,4,3,Initial hospitalization for BP control and medication adjustment.,AI-Enriched-WHO-ThaiDRG
O10.92,"Unspecified pre-existing hypertension, second trimester",InPatient,2,4,3,Routine mid-pregnancy BP monitoring and placental assessment.,AI-Enriched-WHO-ThaiDRG
P05.2,Fetal malnutrition without mention of light for dates,InPatient,5,14,8,Inpatient care for nutritional rehabilitation and monitoring of metabolic stability in malnourished neonates.,AI-Enriched-WHO-ThaiDRG
P05.9,"Slow fetal growth, unspecified",InPatient,3,10,5,Observation for growth velocity and rule out of underlying pathology in small-for-gestational-age infants.,AI-Enriched-WHO-ThaiDRG
P07.03,"Extremely low birth weight newborn, 750-999g",InPatient,60,120,90,Long-term NICU management for extreme prematurity and associated multi-organ support.,AI-Enriched-WHO-ThaiDRG
P07.16,"Other low birth weight newborn, 1500-1749g",InPatient,14,45,28,"Weight gain monitoring, temperature regulation, and feeding progression in low birth weight infants.",AI-Enriched-WHO-ThaiDRG
P07.17,"Other low birth weight newborn, 1750-1999g",InPatient,10,35,21,Supportive care focused on thermo-regulation and independent feeding skills.,AI-Enriched-WHO-ThaiDRG
P07.18,"Other low birth weight newborn, 2000-2249g",InPatient,7,28,14,Transition care for moderately low birth weight infants requiring stabilization.,AI-Enriched-WHO-ThaiDRG
P07.22,"Extreme immaturity of newborn, gestational age 24 completed weeks",InPatient,90,180,120,High-intensity NICU care including mechanical ventilation and parenteral nutrition.,AI-Enriched-WHO-ThaiDRG
P07.23,"Extreme immaturity of newborn, gestational age 25 completed weeks",InPatient,80,160,110,Comprehensive care for extreme prematurity with risk of chronic lung disease.,AI-Enriched-WHO-ThaiDRG
P07.24,"Extreme immaturity of newborn, gestational age 26 completed weeks",InPatient,70,140,100,Management of respiratory distress syndrome and neuroprotection in early preterms.,AI-Enriched-WHO-ThaiDRG
P07.25,"Extreme immaturity of newborn, gestational age 27 completed weeks",InPatient,60,120,90,Intensive care focusing on preventing intraventricular hemorrhage and promoting growth.,AI-Enriched-WHO-ThaiDRG
P07.33,"Other preterm newborn, gestational age 28-31 completed weeks",InPatient,21,60,35,Support for maturing organ systems and prevention of necrotizing enterocolitis.,AI-Enriched-WHO-ThaiDRG
P07.34,"Other preterm newborn, gestational age 32 completed weeks",InPatient,14,45,28,Feeding coordination and apnea of prematurity monitoring.,AI-Enriched-WHO-ThaiDRG
P07.35,"Other preterm newborn, gestational age 33 completed weeks",InPatient,10,30,20,"Observation for jaundice, hypoglycemia, and successful enteral feeding.",AI-Enriched-WHO-ThaiDRG
P10.2,Intraventricular hemorrhage due to birth injury,InPatient,7,21,14,Neurological observation and serial cranial ultrasounds following birth trauma.,AI-Enriched-WHO-ThaiDRG
P10.3,Subarachnoid hemorrhage due to birth injury,InPatient,5,14,10,Monitoring for seizures and increased intracranial pressure after traumatic delivery.,AI-Enriched-WHO-ThaiDRG
P10.4,Tentorial tear due to birth injury,InPatient,5,14,10,Inpatient stabilization and neurological assessment for intracranial structural injury.,AI-Enriched-WHO-ThaiDRG
P10.8,Other intracranial lacerations and hemorrhages due to birth injury,InPatient,5,14,10,Management of non-specific intracranial bleeding post-delivery.,AI-Enriched-WHO-ThaiDRG
P10.9,Unspecified intracranial laceration and hemorrhage due to birth injury,InPatient,5,14,10,Critical monitoring for neonatal neurologic deterioration post-birth injury.,AI-Enriched-WHO-ThaiDRG
P11.2,Unspecified brain damage due to birth injury,InPatient,10,30,14,Evaluation of encephalopathy and long-term neuro-prognostication.,AI-Enriched-WHO-ThaiDRG
P11.3,Birth injury to facial nerve,InPatient,2,7,3,Observation for resolving facial palsy and eye protection measures.,AI-Enriched-WHO-ThaiDRG
P11.4,Birth injury to other cranial nerves,InPatient,2,7,3,Assessment of swallowing and airway safety in neonates with cranial nerve palsy.,AI-Enriched-WHO-ThaiDRG
P11.5,Birth injury to spine and spinal cord,InPatient,10,28,14,Immobilization and specialized care for spinal cord trauma in the neonate.,AI-Enriched-WHO-ThaiDRG
P11.9,"Birth injury to central nervous system, unspecified",InPatient,5,14,7,Diagnostic workup for perinatal CNS trauma and supportive management.,AI-Enriched-WHO-ThaiDRG
P12.1,Chignon due to birth injury,InPatient,2,4,3,Standard observation after vacuum-assisted delivery to monitor for scalp complications.,AI-Enriched-WHO-ThaiDRG
P12.2,Epicranial subaponeurotic hemorrhage due to birth injury,InPatient,3,10,5,Urgent monitoring for hemorrhagic shock and severe hyperbilirubinemia.,AI-Enriched-WHO-ThaiDRG
P12.3,Bruising of scalp due to birth injury,InPatient,2,5,3,Monitoring for jaundice associated with resorption of significant scalp hematoma.,AI-Enriched-WHO-ThaiDRG
P12.4,Monitoring injury of scalp of newborn,InPatient,2,4,3,Care for scalp wounds or infections related to fetal scalp electrode use.,AI-Enriched-WHO-ThaiDRG
P12.8,Other birth injuries to scalp,InPatient,2,5,3,Treatment of atypical scalp abrasions or trauma during delivery.,AI-Enriched-WHO-ThaiDRG
P13.0,Fracture of skull due to birth injury,InPatient,5,14,7,Neurosurgical consultation and observation for intracranial complications.,AI-Enriched-WHO-ThaiDRG
P13.1,Other birth injuries to skull,InPatient,3,10,5,Monitoring of skull depressions or fissures without immediate fracture.,AI-Enriched-WHO-ThaiDRG
P13.2,Birth injury to femur,InPatient,7,21,14,Orthopedic immobilization and pain management for neonatal femoral fracture.,AI-Enriched-WHO-ThaiDRG
P13.3,Birth injury to other long bones,InPatient,7,21,14,Inpatient care for humerus or tibia fractures occurring during difficult delivery.,AI-Enriched-WHO-ThaiDRG
P13.8,Birth injuries to other parts of skeleton,InPatient,5,14,7,Management of neonatal rib or pelvic fractures related to birth trauma.,AI-Enriched-WHO-ThaiDRG
P13.9,"Birth injury to skeleton, unspecified",InPatient,3,10,5,Evaluation and supportive care for suspected neonatal skeletal injury.,AI-Enriched-WHO-ThaiDRG
P14.1,Erb's paralysis due to birth injury,InPatient,3,10,5,Brachial plexus injury management and physical therapy initiation.,AI-Enriched-WHO-ThaiDRG
P14.2,Klumpke's paralysis due to birth injury,InPatient,3,10,5,Care for lower brachial plexus palsy and assessment of hand function.,AI-Enriched-WHO-ThaiDRG
P14.3,Phrenic nerve paralysis due to birth injury,InPatient,5,21,10,Monitoring for respiratory distress due to diaphragmatic paralysis.,AI-Enriched-WHO-ThaiDRG
P15.2,Birth injury to liver,InPatient,7,21,10,Observation for subcapsular hematoma rupture and intraperitoneal hemorrhage.,AI-Enriched-WHO-ThaiDRG
P15.3,Birth injury to spleen,InPatient,7,21,10,Intensive monitoring for splenic rupture and neonatal hemodynamic instability.,AI-Enriched-WHO-ThaiDRG
P15.4,Birth injury to sternomastoid,InPatient,2,5,3,Management of sternomastoid hematoma and early physical therapy for torticollis.,AI-Enriched-WHO-ThaiDRG
P15.5,Birth injury to eye,InPatient,2,7,3,Ophthalmic evaluation and care for subconjunctival hemorrhage or corneal trauma.,AI-Enriched-WHO-ThaiDRG
P15.6,Birth injury to face,InPatient,2,5,3,Supportive care for significant facial bruising or soft tissue trauma.,AI-Enriched-WHO-ThaiDRG
P20.0,Intrauterine hypoxia first noted before onset of labour,InPatient,3,10,5,Stabilization and neuroprotection for neonates with chronic prenatal hypoxia.,AI-Enriched-WHO-ThaiDRG
P20.1,Intrauterine hypoxia first noted during labour and delivery,InPatient,3,10,5,Monitoring for hypoxic-ischemic encephalopathy (HIE) following acute distress.,AI-Enriched-WHO-ThaiDRG
P20.9,"Intrauterine hypoxia, unspecified",InPatient,3,10,5,General management of neonates showing signs of oxygen deprivation.,AI-Enriched-WHO-ThaiDRG
P29.4,Transient myocardial ischaemia of newborn,InPatient,5,14,7,Cardiac monitoring and support for perinatal myocardial stress.,AI-Enriched-WHO-ThaiDRG
P29.81,Cardiac arrest of newborn,InPatient,10,30,14,Post-resuscitation care and management of multi-organ dysfunction.,AI-Enriched-WHO-ThaiDRG
A03.2,Shigellosis due to Shigella boydii,InPatient,3,7,4,"Pediatric inpatient care for dysentery, rehydration, and antimicrobial therapy.",AI-Enriched-WHO-ThaiDRG
A03.3,Shigellosis due to Shigella sonnei,InPatient,3,7,4,Treatment of childhood bacterial diarrhea with potential for dehydration.,AI-Enriched-WHO-ThaiDRG
A05.3,Foodborne Vibrio parahaemolyticus intoxication,InPatient,2,5,3,Correction of severe fluid and electrolyte loss in pediatric gastroenteritis.,AI-Enriched-WHO-ThaiDRG
C02.0,Malignant neoplasm of dorsum of tongue,InPatient,4,10,7,Post-resection monitoring for airway patency and nutritional support.,AI-Enriched-WHO-ThaiDRG
C02.1,Malignant neoplasm of border of tongue,InPatient,4,10,7,Surgical management requiring post-operative flap monitoring and speech therapy assessment.,AI-Enriched-WHO-ThaiDRG
C02.2,Malignant neoplasm of ventral surface of tongue,InPatient,4,10,7,Complex glossectomy care with attention to floor of mouth integrity and drain management.,AI-Enriched-WHO-ThaiDRG
C03.0,Malignant neoplasm of upper gum,InPatient,3,8,5,Maxillectomy care and observation for oro-antral communication or bleeding.,AI-Enriched-WHO-ThaiDRG
C03.1,Malignant neoplasm of lower gum,InPatient,3,8,5,Mandibular resection monitoring including pain control and initial rehabilitation.,AI-Enriched-WHO-ThaiDRG
C04.0,Malignant neoplasm of anterior floor of mouth,InPatient,5,12,8,Extensive resection with neck dissection; monitoring for airway obstruction.,AI-Enriched-WHO-ThaiDRG
C04.1,Malignant neoplasm of lateral floor of mouth,InPatient,5,12,8,Oncological resection requiring enteral nutrition support and wound care.,AI-Enriched-WHO-ThaiDRG
C05.1,Malignant neoplasm of soft palate,InPatient,4,10,6,Surgical management with focus on velopharyngeal competence and swallowing function.,AI-Enriched-WHO-ThaiDRG
C05.2,Malignant neoplasm of uvula,InPatient,2,6,4,Localized excision and post-operative monitoring for local infection or hemorrhage.,AI-Enriched-WHO-ThaiDRG
C06.0,Malignant neoplasm of cheek mucosa,InPatient,3,8,5,Resection of buccal malignancy with potential split-thickness skin graft care.,AI-Enriched-WHO-ThaiDRG
C06.1,Malignant neoplasm of vestibule of mouth,InPatient,3,8,5,Surgical intervention for vestibular lesion with oral hygiene monitoring.,AI-Enriched-WHO-ThaiDRG
C06.2,Malignant neoplasm of retromolar area,InPatient,5,11,7,Complex resection involving retromolar trigone and potential bone debridement.,AI-Enriched-WHO-ThaiDRG
C09.1,Malignant neoplasm of tonsillar pillar,InPatient,4,9,6,Post-tonsillectomy care for malignancy including hemorrhage prevention.,AI-Enriched-WHO-ThaiDRG
C10.0,Malignant neoplasm of vallecula,InPatient,5,14,9,Airway management following base of tongue/vallecula resection.,AI-Enriched-WHO-ThaiDRG
C11.0,Malignant neoplasm of superior wall of nasopharynx,InPatient,2,5,3,Admission for intensive chemotherapy cycle and hydration for NPC.,AI-Enriched-WHO-ThaiDRG
C11.1,Malignant neoplasm of posterior wall of nasopharynx,InPatient,2,5,3,Cycle monitoring for chemotherapy toxicity and nutritional assessment.,AI-Enriched-WHO-ThaiDRG
C11.2,Malignant neoplasm of lateral wall of nasopharynx,InPatient,2,5,3,Observation for acute side effects of head and neck chemotherapy.,AI-Enriched-WHO-ThaiDRG
C11.3,Malignant neoplasm of anterior wall of nasopharynx,InPatient,2,5,3,Routine inpatient chemotherapy monitoring and anti-emetic management.,AI-Enriched-WHO-ThaiDRG
C14.0,"Malignant neoplasm of pharynx, unspecified",InPatient,6,15,10,Palliative management for pharyngeal obstruction or advanced symptoms.,AI-Enriched-WHO-ThaiDRG
C14.2,Malignant neoplasm of Waldeyer's ring,InPatient,3,7,4,Inpatient induction chemotherapy for lymphoid malignancies of the head and neck.,AI-Enriched-WHO-ThaiDRG
C15.3,Malignant neoplasm of upper third of oesophagus,InPatient,10,21,14,Post-oesophagectomy care including jejunostomy feeding and respiratory support.,AI-Enriched-WHO-ThaiDRG
C15.4,Malignant neoplasm of middle third of oesophagus,InPatient,10,21,14,Surgical resection monitoring for anastomotic leak and pulmonary complications.,AI-Enriched-WHO-ThaiDRG
C15.5,Malignant neoplasm of lower third of oesophagus,InPatient,10,21,14,Post-operative management of thoracic surgery and nutritional stabilization.,AI-Enriched-WHO-ThaiDRG
C17.3,Malignant neoplasm of Meckel's diverticulum,InPatient,5,10,7,Small bowel resection for localized malignancy and ileus monitoring.,AI-Enriched-WHO-ThaiDRG
C17.8,Malignant neoplasm of overlapping lesion of small intestine,InPatient,6,14,9,Complex intestinal resection requiring post-operative electrolyte and fluid management.,AI-Enriched-WHO-ThaiDRG
C24.8,Malignant neoplasm of overlapping lesion of biliary tract,InPatient,7,16,11,Surgical management of biliary tract malignancy; monitoring for jaundice resolution.,AI-Enriched-WHO-ThaiDRG
C26.0,"Malignant neoplasm of intestinal tract, part unspecified",InPatient,6,14,10,Palliative care for advanced intestinal malignancy with obstructive symptoms.,AI-Enriched-WHO-ThaiDRG
C30.1,Malignant neoplasm of middle ear,InPatient,4,10,7,Mastoidectomy and oncological resection with neurological monitoring.,AI-Enriched-WHO-ThaiDRG
C31.1,Malignant neoplasm of ethmoid sinus,InPatient,5,12,8,Skull base surgery and ethmoidectomy; monitoring for CSF leak.,AI-Enriched-WHO-ThaiDRG
C31.2,Malignant neoplasm of frontal sinus,InPatient,5,12,8,Surgical resection with frontal sinus obliteration and wound care.,AI-Enriched-WHO-ThaiDRG
C31.3,Malignant neoplasm of sphenoid sinus,InPatient,5,12,8,Endoscopic or open resection with close intracranial monitoring.,AI-Enriched-WHO-ThaiDRG
C32.2,Malignant neoplasm of subglottis,InPatient,7,15,10,Laryngectomy or partial resection requiring tracheostomy care.,AI-Enriched-WHO-ThaiDRG
