icd_code,diagnosis_group,expected_drug_classes,red_flag_drugs,max_drug_count,notes
L63.0,alopecia_totalis,systemic_corticosteroids(pulse_therapy);JAK_inhibitors(tofacitinib);topical_immunotherapy(DPCP),unproven_supplements_monotherapy,3,Total_loss_of_scalp_hair;psychological_impact_high;poor_prognosis_for_regrowth
L70.0,acne_vulgaris,topical_retinoids(adapalene);benzoyl_peroxide;oral_antibiotics(doxycycline_lyme);topical_antibiotics(clindamycin),topical_corticosteroids(worsens_acne);minocycline(pigmentation_risk),4,Comedonal_papular_pustular;avoid_antibiotic_monotherapy_resistance
L70.1,acne_conglobata,oral_isotretinoin;systemic_corticosteroids(prednisolone_for_flare);oral_antibiotics,tetracyclines_with_isotretinoin(pseudotumor_cerebri_risk),4,Severe_nodulocystic_form;scarring;requires_dermatologist_monitoring
L71.0,perioral_dermatitis,topical_metronidazole;oral_doxycycline;calcineurin_inhibitors(pimecrolimus),fluorinated_topical_steroids(primary_cause);heavy_cosmetics,3,Erythematous_papules_around_mouth;spare_vermilion_border;stop_steroids
L73.0,acne_keloid,topical_antibiotics(clindamycin);intralesional_triamcinolone;topical_retinoids,short_haircuts_shaving_nucha(exacerbates),3,Occipital_scalp;chronic_folliculitis_scarring;avoid_mechanical_irritation
L81.1,chloasma_melasma,topical_hydroquinone;topical_retinoids;azelaic_acid;broad_spectrum_sunscreen,oral_contraceptives(hormonal_trigger);phenytoin,4,Pigmentation_exacerbated_by_UV;strict_photoprotection_essential
L89.0,pressure_ulcer_stage_1,barrier_films;moisturizers;transparent_dressings,massage_over_bony_prominence(tissue_damage);alcohol_rubs,2,Non_blanchable_erythema;relieve_pressure_immediately;assess_nutrition
L89.2,pressure_ulcer_stage_3,antimicrobial_dressings(silver_cadexomer_iodine);enzymatic_debriders;analgesics,cytotoxic_agents(hydrogen_peroxide_betadine_in_wound);systemic_antibiotics_without_systemic_infection,4,Full_thickness_skin_loss;debridement_of_necrosis;manage_exudate
L93.0,discoid_lupus_erythematosus,potent_topical_corticosteroids;antimalarials(hydroxychloroquine);topical_calcineurin_inhibitors,smoking(decreases_antimalarial_efficacy),4,Scarring_alopecia_risk;sun_protection_critical;check_ANA
L97,ulcer_lower_limb_nec,wound_dressings;pentoxifylline;analgesics,compression_therapy(if_ABI_less_than_0.8);topical_antibiotics(sensitization),4,Differentiate_venous_arterial_neuropathic;doppler_study_essential
L98.0,pyogenic_granuloma,topical_beta_blockers(timolol);chemical_cautery(silver_nitrate),anticoagulants(bleeding_risk_if_traumatized),2,Rapidly_growing_vascular_lesion;surgical_excision_or_curettage_often_needed
L98.4,chronic_skin_ulcer,moist_wound_dressings(hydrocolloids_foams);zinc_paste,dry_dressings(gauze_adherence);antiseptics(cytotoxic),3,Biopsy_if_non_healing_to_rule_out_SCC;treat_underlying_cause
H01.1,eyelid_dermatosis,topical_corticosteroids(hydrocortisone_low_potency);oral_antihistamines(loratadine);emollients,fluorinated_corticosteroids(face_application);topical_antibiotics(sensitization_risk),3,Monitor_intraocular_pressure_if_steroids_used_long_term;avoid_eye_contact_with_creams
H02.0,entropion,ocular_lubricants(artificial_tears_ointment);therapeutic_contact_lens,topical_steroids(unless_inflammation_present),2,Surgical_correction_is_definitive_treatment;tape_eyelid_temporarily
H04.0,dacryoadenitis,systemic_antibiotics(amoxicillin_clavulanate);oral_nsaids(ibuprofen);warm_compresses,topical_antibiotics(insufficient_penetration),3,Rule_out_viral_mumps_or_tumor_if_chronic;monitor_for_abscess
H04.3,acute_dacryocystitis,systemic_antibiotics(cephalexin);analgesics(paracetamol);warm_compresses,probing_nasolacrimal_duct(during_acute_infection),3,Refer_to_ophthalmologist_for_dcr_after_acute_phase;risk_of_preseptal_cellulitis
H10.0,mucopurulent_conjunctivitis,topical_antibiotics(chloramphenicol_drops);topical_antibiotics(gentamicin_ointment),topical_corticosteroids(undiagnosed_red_eye),2,Clean_discharge_before_drops;wash_hands_to_prevent_spread
H10.2,other_acute_conjunctivitis,topical_antihistamines(olopatadine);mast_cell_stabilizers(cromolyn);artificial_tears,vasoconstrictors(rebound_redness),3,Often_allergic_or_irritant_etiology;identify_triggers
H10.8,other_conjunctivitis,ocular_lubricants;topical_nsaids,antibiotics(if_non_infectious),2,Evaluate_for_giant_papillary_conjunctivitis_if_contact_lens_wearer
H10.9,unspecified_conjunctivitis,broad_spectrum_topical_antibiotics(polyoph);artificial_tears,steroids(without_slit_lamp_exam),2,Presumptive_bacterial_treatment_common_in_primary_care;refer_if_no_improvement_48h
H13.1,chlamydial_conjunctivitis,systemic_antibiotics(azithromycin);systemic_antibiotics(doxycycline);topical_antibiotics(tetracycline_ointment),topical_only_treatment(insufficient),3,Treat_partners;evaluate_for_other_stds
H15.1,episcleritis,artificial_tears(refrigerated);topical_nsaids;mild_topical_steroids(fluorometholone),systemic_steroids(usually_unnecessary);vasoconstrictors,3,Self_limiting;phenylephrine_test_blanches_vessels
H16.1,photokeratitis,antibiotic_ointment(erythromycin);oral_analgesics;cycloplegics,topical_anesthetics(corneal_melt_risk);topical_steroids(delayed_healing),3,Welders_flash_or_uv_exposure;pressure_patching_controversial
H16.2,keratoconjunctivitis_sicca,artificial_tears(preservative_free);cyclosporine_ophthalmic;lubricating_gel,preservative_containing_drops(chronic_use_toxicity);visine,4,Schirmer_test_confirmatory;lifestyle_modification_humidifier
H16.3,interstitial_keratitis,topical_corticosteroids(prednisolone_acetate);cycloplegics;systemic_antibiotics(if_syphilis),contact_lens_wear,4,Serology_mandatory_to_rule_out_syphilis
H19.1,herpes_viral_keratitis,topical_antivirals(acyclovir_ointment);oral_antivirals(acyclovir),topical_corticosteroids(epithelial_disease_contraindicated),2,Dendritic_ulcer_on_fluorescein_staining;refer_ophthalmologist_immediately
H20.1,chronic_iridocyclitis,topical_corticosteroids;cycloplegics(atropine);systemic_immunosuppressants(methotrexate),prostaglandin_analogs(may_worsen_inflammation),4,Monitor_for_synechiae_and_cataract_formation;screen_for_autoimmune_disease
H25.0,senile_incipient_cataract,artificial_tears;sunglasses(uv_protection),pilocarpine(decreases_night_vision),1,Observation_only;update_spectacle_correction
H25.2,morgagnian_cataract,pre_op_mydriatics;topical_nsaids(pre_op),delay_in_surgery(glaucoma_risk),2,Risk_of_phacolytic_glaucoma;urgent_surgical_evaluation
H25.8,other_senile_cataract,artificial_tears(lubrication),miotics,1,Surgery_indicated_when_vision_affects_adl
H26.0,infantile_juvenile_cataract,mydriatics(diagnosis);post_op_steroids,tetracyclines(systemic_in_children),2,Critical_period_for_amblyopia;immediate_referral
H26.1,traumatic_cataract,topical_corticosteroids;cycloplegics;antibiotic_drops(if_open_globe),pressure_patch(if_globe_rupture_suspected),3,Evaluate_for_intraocular_foreign_body;monitor_iop
H26.2,complicated_cataract,topical_steroids(control_inflammation);cycloplegics,pilocarpine(synechiae_risk),3,Secondary_to_uveitis_or_retinal_disease;surgery_high_risk
H26.3,drug_induced_cataract,artificial_tears,systemic_corticosteroids(continuation_without_review),1,Commonly_posterior_subcapsular;consider_tapering_offending_drug
H28.0,diabetic_cataract,anti_diabetic_agents(systemic);artificial_tears,systemic_steroids(hyperglycemia),5,Optimize_hba1c_before_surgery;screen_retinopathy
H40.3,glaucoma_secondary_to_trauma,beta_blockers(timolol);alpha_agonists(brimonidine);carbonic_anhydrase_inhibitors,miotics(if_angle_recession_risk);prostaglandins(if_active_inflammation),3,Monitor_angle_recession;lifetime_risk_post_trauma
H40.4,glaucoma_secondary_to_inflammation,beta_blockers;carbonic_anhydrase_inhibitors;topical_steroids(treat_uveitis),pilocarpine(increases_inflammation);prostaglandins(relative_contraindication),4,Balance_steroid_response_vs_inflammation_control
H40.6,drug_induced_glaucoma,glaucoma_drops(timolol_dorzolamide),topical_steroids(causative_agent);systemic_anticholinergics,3,Steroid_responders;iop_usually_normalizes_after_stopping_steroid
H42.0,glaucoma_in_metabolic_diseases,prostaglandin_analogs;beta_blockers,systemic_beta_blockers(additive_cardiac_effect),3,E.g. in_diabetes_neovascular;panretinal_photocoagulation_may_be_needed
H44.0,purulent_endophthalmitis,intravitreal_antibiotics(vancomycin_ceftazidime);topical_fortified_antibiotics;systemic_antibiotics,delaying_intravitreal_injection,6,Ophthalmologic_emergency;poor_visual_prognosis_if_delayed
H60.0,abscess_external_ear,systemic_antibiotics(cloxacillin);topical_antibiotics;analgesics,topical_steroids_only,3,Incision_and_drainage_often_required;cover_staph_aureus
H60.2,malignant_otitis_externa,iv_antibiotics(ceftazidime_ciprofloxacin);analgesics(opioids),oral_antibiotics_only(inadequate);topical_monotherapy,4,Common_in_elderly_diabetics;scan_to_rule_out_osteomyelitis;hospital_admission
H60.4,cholesteatoma_external_ear,antibiotic_ear_drops(ofloxacin);cerumolytics(sodium_bicarbonate),ototoxic_drops(if_perforation_risk),2,Surgical_removal_of_keratin_debris_usually_needed;bone_erosion_risk
H60.8,other_otitis_externa,topical_steroid_antibiotic_combo(dexoph);acidifying_drops,cotton_buds_cleaning,2,Eczematoid_or_reactive;keep_ear_dry
H60.9,otitis_externa_unspecified,topical_antibiotics(neomycin_polymyxin);analgesics,aminoglycosides(if_tm_perforation_unknown),2,Empiric_treatment;assess_tympanic_membrane_integrity
H61.0,perichondritis_external_ear,systemic_antibiotics(ciprofloxacin);topical_antibiotics,incision_of_cartilage(deformity_risk),2,Cover_pseudomonas;cauliflower_ear_risk
H62.0,otitis_externa_bacterial_diseases,systemic_antibiotics(penicillins);topical_antiseptics,steroids_without_antibiotics,3,Secondary_to_erysipelas_or_impetigo
H62.2,otomycosis,topical_antifungals(clotrimazole_drops);acidifying_agents(acetic_acid),topical_antibiotics(exacerbates_fungus);topical_steroids,2,Microscopic_suction_clearance_essential;aspergillus_niger_common
H65.1,acute_nonsuppurative_otitis_media,oral_analgesics(paracetamol);oral_decongestants(pseudoephedrine),antibiotics(usually_viral_or_barotrauma),3,Also_known_as_barotitis;auto_inflation_maneuvers
H65.3,chronic_mucoid_otitis_media,intranasal_corticosteroids(mometasone);saline_nasal_wash,antihistamines(thickens_secretions),2,Glue_ear;watchful_waiting_3_months_before_grommets
H65.4,chronic_serous_otitis_media,intranasal_steroids;mucolytics(acetylcysteine),long_term_antibiotics,3,Eustachian_tube_dysfunction;rule_out_nasopharyngeal_mass_in_adults
H65.9,unspecified_nonsuppurative_otitis_media,analgesics;nasal_decongestants,antibiotics(unless_suppuration_signs),2,Symptomatic_treatment_primary
H66.1,chronic_tubotympanic_otitis_media,topical_fluoroquinolones(ofloxacin);aural_toilet,aminoglycoside_drops(ototoxicity_risk_with_perforation),2,Safe_ear;central_perforation;keep_water_out
H66.2,chronic_atticoantral_otitis_media,topical_antibiotics(pre_op);surgical_referral,delay_in_referral(intracranial_complication_risk),2,Unsafe_ear;cholesteatoma_presence;mastoidectomy_likely
H66.4,suppurative_otitis_media_unspecified,systemic_antibiotics(amoxicillin);analgesics,aspirin(in_children_reyes),2,Monitor_for_mastoiditis;complete_antibiotic_course
H66.9,otitis_media_unspecified,analgesics(ibuprofen);antibiotics(if_severe_bulging),antibiotics_for_mild_cases(watchful_waiting_preferred),2,Snap_diagnosis_guidelines;24_48h_observation_option
H70.1,chronic_mastoiditis,iv_antibiotics(ceftriaxone);topical_antibiotics,oral_antibiotics_monotherapy(inadequate_bone_penetration),3,Surgical_debridement_usually_necessary;ct_temporal_bone
H72.0,central_tympanic_membrane_perforation,topical_ofloxacin(if_wet);observation,gentamicin_drops(ototoxic);water_irrigation,1,Most_heal_spontaneously;tympanoplasty_if_persistent_3_months
H81.2,vestibular_neuronitis,vestibular_sedatives(dimenhydrinate);antiemetics(domperidone);short_course_steroids,long_term_sedatives(delays_compensation),4,Acute_vertigo_without_hearing_loss;vestibular_rehabilitation
H83.0,labyrinthitis,corticosteroids(prednisolone);vestibular_sedatives;antibiotics(if_bacterial),ototoxic_antibiotics,4,Vertigo_with_hearing_loss;audiogram_needed
H91.2,sudden_idiopathic_hearing_loss,high_dose_corticosteroids(prednisolone);intratympanic_dexamethasone,delayed_treatment(>2_weeks_prognosis_poor),3,Medical_emergency;start_steroids_within_72h;mri_cp_angle
H92.0,otalgia,analgesics(paracetamol);nsaids,antibiotics(without_signs_of_infection),2,Referred_pain_from_tmj_or_teeth_common;examine_oropharynx
S01.1,open_wound_eyelid,ophthalmic_antibiotics(chloramphenicol_ointment);tetanus_toxoid;analgesics(paracetamol),topical_steroids(if_infection_suspected);aspirin(bleeding_risk),3,Assess_for_globe_injury;suture_laceration_carefully_to_preserve_margins
S01.5,open_wound_lip,antibiotics(amoxicillin);antiseptic_mouthwash(chlorhexidine);analgesics(ibuprofen),tetracyclines(in_children_under_8);alcohol_based_mouthwash,3,Vermilion_border_alignment_critical;oral_hygiene_instructions_needed
S03.2,dislocation_of_tooth,analgesics(paracetamol);antiseptic_mouthwash(chlorhexidine);antibiotics(doxycycline),aspirin(bleeding_risk),3,Dental_referral_urgent;soft_diet;tetanus_prophylaxis
S01.8,open_wound_head,antibiotics(cloxacillin);analgesics(paracetamol);tetanus_toxoid,sedatives(if_concussion_suspected);nsaids(if_intracranial_bleed_risk),3,Rule_out_skull_fracture;scalp_wounds_bleed_profusely
S03.0,dislocation_jaw,muscle_relaxants(diazepam);analgesics(ibuprofen);nsaids,stimulants;opioids(may_mask_neurological_symptoms),3,Manual_reduction_technique_required;soft_diet_post_reduction
S05.1,contusion_eyeball,ophthalmic_cycloplegics(atropine);analgesics(paracetamol);antiemetics(ondansetron),anticoagulants;aspirin;topical_anesthetics(repeated_use),4,Monitor_intraocular_pressure;rule_out_hyphema;ophthalmology_consult
S09.2,traumatic_rupture_eardrum,analgesics(paracetamol);systemic_antibiotics(amoxicillin),aminoglycoside_ear_drops(ototoxicity);topical_steroids,2,Keep_ear_dry;avoid_ear_drops_unless_safe_for_middle_ear
S13.4,sprain_cervical_spine,muscle_relaxants(tolperisone);nsaids(naproxen);analgesics(paracetamol),long_term_opioids;systemic_steroids(usually_not_indicated),4,Whiplash_injury;early_mobilization_encouraged_over_collar
S20.2,contusion_thorax,analgesics(tramadol);nsaids(ibuprofen);mucolytics(acetylcysteine),respiratory_depressants(high_dose_opioids),3,Ensure_adequate_pain_control_for_breathing;incentive_spirometry
S21.1,open_wound_front_thorax,antibiotics(amoxicillin_clavulanate);tetanus_toxoid;analgesics,anticoagulants(until_hemostasis_secured),3,Rule_out_penetrating_injury_to_pleura;chest_xray_mandatory
S23.3,sprain_thorax,nsaids(diclofenac);analgesics(paracetamol);topical_analgesics(diclofenac_gel),systemic_corticosteroids,3,Costochondritis_or_muscle_strain;rule_out_cardiac_causes
S27.1,traumatic_hemothorax,iv_crystalloids;antibiotics(cefazolin);analgesics(morphine),anticoagulants;fibrinolytics,4,Chest_tube_drainage_usually_required;monitor_hematocrit
S27.3,lung_contusion,analgesics(fentanyl_patch_or_iv);bronchodilators(salbutamol);mucolytics,excessive_iv_fluids(risk_of_pulmonary_edema);sedatives,4,Fluid_restriction_may_be_needed;monitor_oxygen_saturation
S30.0,contusion_lower_back,nsaids(etoricoxib);muscle_relaxants(orphenadrine);topical_analgesics,nephrotoxic_drugs(if_kidney_injury_suspected),3,Rule_out_renal_trauma_with_urinalysis
S31.1,open_wound_abdominal_wall,antibiotics(ceftriaxone);tetanus_toxoid;analgesics,oral_intake(until_surgical_clearance),3,Explore_depth_of_wound;surgical_consultation_often_needed
S36.0,injury_spleen,iv_crystalloids;analgesics(morphine);vaccines_post_splenectomy(pneumococcal),anticoagulants;antiplatelets;nsaids(bleeding_risk),4,Conservative_management_if_stable;monitor_hemoglobin_closely
S36.4,injury_small_intestine,antibiotics(metronidazole);antibiotics(ceftriaxone);iv_fluids,laxatives;prokinetics(metoclopramide),4,Surgical_emergency_if_perforation;NPO_status
S37.0,injury_kidney,analgesics(tramadol);iv_fluids;antibiotics(if_penetrating),nsaids(nephrotoxicity);aminoglycosides,3,Bed_rest;serial_urinalysis;monitor_renal_function
S40.0,contusion_shoulder,nsaids(ibuprofen);topical_analgesics(methyl_salicylate);analgesics(paracetamol),oral_corticosteroids(usually_unnecessary),3,Rotator_cuff_assessment_if_ROM_limited
S41.1,open_wound_upper_arm,antibiotics(cloxacillin);tetanus_toxoid;analgesics,tourniquets(prolonged_use),3,Check_radial_nerve_function_before_anesthesia
S43.5,sprain_acromioclavicular,nsaids(celecoxib);analgesics(paracetamol);muscle_relaxants,corticosteroid_injection(acute_phase_precaution),3,Arm_sling_for_comfort;graded_physiotherapy
S43.0,dislocation_shoulder,analgesics(fentanyl);muscle_relaxants(midazolam);nsaids,oral_intake(before_reduction),3,Neurovascular_check_pre_and_post_reduction;Kocher_or_traction_method
S50.0,contusion_elbow,nsaids(naproxen);analgesics(paracetamol);topical_nsaids,none_specific,3,Rule_out_fracture_if_effusion_present
S51.0,open_wound_elbow,antibiotics(cephalexin);tetanus_toxoid;analgesics,steroid_injection,3,Bursa_involvement_check;septic_bursitis_risk
S53.1,dislocation_elbow,analgesics(morphine);muscle_relaxants;nsaids(post_reduction),massage_therapy(myositis_ossificans_risk),3,Check_ulnar_nerve;splinting_required_after_reduction
S61.0,open_wound_finger_no_nail,antibiotics(cloxacillin);tetanus_toxoid;analgesics,vasoconstrictors_with_local_anesthetic(epinephrine_caution),3,Digital_nerve_testing;irrigation_critical
