icd_code,diagnosis_group,expected_diagnostics,conditional_diagnostics,unnecessary_diagnostics,max_diagnostic_count,clinical_pathway_source,notes
E12.9,malnutrition_related_diabetes_uncomplicated,fasting_blood_glucose;hb_a1c;albumin,plain_film_abdomen(pancreatic_calcification);stool_elastase(exocrine_insufficiency);lipid_panel(if_metabolic_syndrome_overlap),gad65_antibodies;ia2_antibodies,6,who_guidelines,Often lean patients; history of malnutrition; MRDM
P70.0,infant_of_gestational_diabetic_mother,neonatal_blood_glucose;serum_calcium;hematocrit,bilirubin(if_jaundice);echocardiogram(if_murmur_cardiomyopathy);serum_magnesium(if_jittery),thyroid_function_routine;ct_brain,6,moph_thailand_pediatrics,"Monitor for hypoglycemia, hypocalcemia, polycythemia"
P70.1,infant_of_diabetic_mother,neonatal_blood_glucose;serum_calcium;hematocrit;electrolytes,chest_xray(if_rds);bilirubin(if_hyperbilirubinemia);magnesium(if_hypocalcemia_refractory),urine_culture_routine;mri_spine,7,moph_thailand_pediatrics,Mother with pre-existing DM; higher risk than gestational DM
P70.2,neonatal_diabetes_mellitus,blood_glucose;serum_insulin;c_peptide;urinalysis_ketones,genetic_testing_KCNJ11_ABCC8(if_permanent_suspected);pancreatic_ultrasound(agenesis_screen);fecal_elastase(exocrine_function),autoantibodies_dm(usually_negative_in_neonatal);ct_chest,7,moph_thailand_pediatrics,Onset <6 months; often monogenic; distinguishes from T1DM
P70.4,other_neonatal_hypoglycemia,blood_glucose;insulin_level;cortisol;growth_hormone,ammonia_lactate(metabolic_screen);urine_organic_acids(iem_workup);acylcarnitine_profile(fatty_acid_defect),ct_brain_routine;skeletal_survey,8,moph_thailand_pediatrics,Transient or persistent; exclude hyperinsulinism and metabolic errors
P72.0,neonatal_goiter,TSH;free_T4;thyroid_ultrasound_neck,maternal_thyroid_antibodies(transfer_check);urine_iodine(if_deficiency_suspected);xray_neck(airway_compression),thyroid_scan_radioactive(contraindicated_mostly);biopsy_routine,6,moph_thailand_pediatrics,Evaluation of neck mass and function; airway patency priority
P72.1,neonatal_hyperthyroidism,TSH;free_T4;TRAb_thyroid_receptor_antibody,maternal_thyroid_function(history_graves);ecg(if_tachycardia);liver_function_test(before_methimazole),ct_neck;lipid_panel,6,moph_thailand_pediatrics,Transplacental passage of antibodies; monitor cardiac status
P72.2,neonatal_hypothyroidism,TSH;free_T4;free_T3,thyroid_ultrasound(agenesis_dysgenesis);thyroglobulin(if_agenesis_suspected);bone_age_knee(severity_index),mri_brain_routine;lipid_panel,6,moph_thailand_pediatrics,Congenital hypothyroidism screening confirmation; urgent treatment
D34,benign_neoplasm_thyroid,TSH;thyroid_ultrasound;fna_biopsy,free_T4(if_TSH_abnormal);thyroid_scan(if_TSH_suppressed);calcitonin(if_medullary_risk),pet_scan_routine;thyroglobulin_routine,6,moph_thailand_thyroid,Nodule evaluation; Bethesda reporting system for cytology
D44.0,neoplasm_uncertain_behavior_thyroid,TSH;thyroid_ultrasound;diagnostic_lobectomy_pathology,molecular_testing_braf_ras(if_indeterminate_cytology);chest_ct(metastasis_screen_rare);post_op_calcium(parathyroid_risk),chemotherapy_sensitivity;routine_brain_mri,6,moph_thailand_thyroid,Often follicular neoplasm on FNA requiring surgical pathology
E07.9,thyroid_disorder_unspecified,TSH;free_T4,tpo_antibodies(autoimmune_screen);thyroid_ultrasound(structural_check);lipid_panel(metabolic_impact),thyroid_scan_routine;biopsy_routine,5,moph_thailand_general,Initial coding pending specific workup
O90.5,postpartum_thyroiditis,TSH;free_T4;TPO_antibodies,thyroid_uptake_scan(if_not_breastfeeding_and_severe);TRAb(exclude_graves);free_T3(toxicosis_phase),biopsy_routine;ct_neck,6,moph_thailand_endocrine,Differentiate from Graves; biphasic hyper then hypo
R94.6,abnormal_thyroid_function_results,repeat_TSH;free_T4,free_T3(if_T3_toxicosis_suspected);TPO_antibodies(subclinical_prediction);medication_review(biotin_interference),thyroid_scan;mri_pituitary(unless_central_suspected),5,moph_thailand_general,Evaluation of isolated TSH elevation or suppression
R73.9,hyperglycemia_unspecified,fasting_blood_glucose;hb_a1c,ogtt_75g(if_prediabetes);lipid_panel(risk_stratification);random_glucose(symptomatic_check),c_peptide_routine;islet_antibodies_routine,5,moph_thailand_diabetes,Stress hyperglycemia or newly detected high glucose; confirm DM
H36.0,diabetic_retinopathy,fundus_photography;hb_a1c;blood_glucose,oct_macula(if_edema_suspected);fluorescein_angiography(proliferative_assessment);lipid_panel(exudate_management),visual_evoked_potential_routine;orbital_ct,6,moph_thailand_diabetes,Requires ophthalmology referral; glycemic control key
N08.3,glomerular_disorder_diabetes,urine_microalbumin_creatinine_ratio;eGFR;hb_a1c,renal_ultrasound(exclude_obstruction);lipid_panel(cv_risk);electrolytes(hyperkalemia_watch),renal_biopsy(if_classic_presentation);cystoscopy,6,moph_thailand_diabetes,Diabetic Nephropathy surveillance and management
Z13.1,screening_diabetes_mellitus,fasting_plasma_glucose,hb_a1c(if_fpg_borderline);ogtt_75g(if_high_risk_discordant);lipid_panel(concurrent_risk_screen),insulin_level;c_peptide,4,moph_thailand_preventive,Screening for general population or high risk groups
Z83.3,family_history_diabetes,fasting_blood_glucose;hb_a1c,lipid_panel(cv_risk_assessment);bmi_measurement(obesity_correlation);blood_pressure(metabolic_syndrome),genetic_testing_routine;pancreatic_imaging,5,moph_thailand_preventive,Increased surveillance due to first-degree relative
Z83.4,family_history_endocrine_metabolic,TSH;lipid_panel;fasting_blood_glucose,calcium(if_men_history);specific_genetic_test(if_known_mutation_in_family);thyroid_ultrasound(if_familial_cancer),whole_exome_sequencing_routine;random_hormone_panels,6,moph_thailand_preventive,"Tailor to specific family condition (e.g. thyroid, lipids)"
Z86.3,personal_history_endocrine_metabolic,relevant_hormone_surveillance;blood_glucose,TSH(if_thyroid_history);lipid_panel(if_lipid_history);hb_a1c(if_gestational_dm_history),acute_workup_panels;diagnostic_imaging_routine,4,moph_thailand_preventive,Follow-up of resolved or dormant conditions
E88.8,metabolic_syndrome,fasting_blood_glucose;lipid_panel;hb_a1c;uric_acid,liver_function_test(fatty_liver_screen);microalbumin(endothelial_dysfunction);crp_hs(inflammation_risk),cortisol_routine;catecholamines,7,moph_thailand_ncd,"Central obesity, hypertension, hyperglycemia, dyslipidemia cluster"
E31.1,polyglandular_hyperfunction,calcium;PTH;prolactin;gastrin,insulin_level(if_hypoglycemia);igf_1(acromegaly_check);genetic_testing_MEN1(family_confirmation),random_cortisol;routine_body_ct,7,moph_thailand_endocrine,Consider MEN syndromes (MEN1); multiple overactive glands
E31.8,other_polyglandular_dysfunction,TSH;cortisol_am;fasting_blood_glucose;electrolytes,acth_stimulation(adrenal_reserve);fsh_lh_estradiol(gonadal_axis);b12_level(pernicious_anemia_assoc),exploratory_laparotomy;pet_scan,7,moph_thailand_endocrine,APS type 2 (Schmidt's) or other autoimmune clusters
E31.9,polyglandular_dysfunction_unspecified,TSH;blood_glucose;electrolytes,calcium(parathyroid);cortisol(adrenal);fsh_lh(gonadal),karyotype_routine;mri_brain_routine,6,moph_thailand_endocrine,Multiple endocrine failure suspicion; broad screen needed
O99.2,endocrine_metabolic_complicating_pregnancy,TSH;free_T4;fasting_blood_glucose,hb_a1c(if_diabetes);free_T3(if_thyroid_complex);lipid_panel(if_pancreatitis_risk),radioactive_iodine_scan(contraindicated);statin_monitoring(discontinue_statins),6,moph_thailand_obgyn,"Manage pre-existing hypothyroidism, obesity, or other metabolic issues"
E24.1,nelsons_syndrome,acth_level;mri_pituitary;visual_field_test,prolactin(co_secretion_check);electrolytes(hyperpigmentation_mineralocorticoid);cosyntropin_test(reserve),adrenal_ct(adrenals_removed);dexamethasone_suppression_test,6,moph_thailand_endocrine,Post-adrenalectomy pituitary enlargement; high ACTH
E24.3,ectopic_acth_syndrome,serum_cortisol;acth_level;24hr_urine_cortisol;potassium,ct_chest_abdomen(tumor_search);octreoscan(localization);high_dose_dex_suppression(differentiation),mri_pituitary_routine(unless_equivocal);thyroid_scan,7,moph_thailand_endocrine,Severe hypokalemia and rapid onset Cushing's often seen
E24.8,other_cushings_syndrome,dexamethasone_suppression_test;24hr_urine_cortisol;midnight_salivary_cortisol,acth_level(etiology);crh_stimulation(cyclic_cushing);adrenal_ct(if_acth_low),random_cortisol;routine_brain_mri,6,moph_thailand_endocrine,Cyclic or atypical presentations of hypercortisolism
E24.9,cushings_syndrome_unspecified,1mg_overnight_dexamethasone_test;urine_free_cortisol,acth(after_confirmation);fasting_glucose(complication_check);bone_density_scan(sequelae),pet_scan_routine;pituitary_biopsy,5,moph_thailand_endocrine,Screening diagnosis for signs of cortisol excess
D09.3,carcinoma_in_situ_thyroid,thyroid_ultrasound;surgical_pathology_review,thyroglobulin(post_op_monitoring);calcium_pth(post_op_complication);chest_xray(pre_op),chemotherapy_workup;bone_scan,5,moph_thailand_thyroid,Rare diagnosis; usually incidental or distinct papillary microcarcinoma behavior
I20.0,unstable_angina,ecg_12_lead;troponin_hs;cbc;electrolytes;creatinine,chest_xray(if_dyspnea_or_hf_signs);echocardiogram(if_murmur_or_hemodynamic_instability);lipid_profile(fasting);coronary_angiogram(high_risk_stratification),d_dimer(unless_PE_suspected);ct_brain;amylase,8,moph_thailand_acs,Serial ECG and troponin required to rule out NSTEMI
I20.1,angina_pectoris_spasm,ecg_12_lead;troponin_hs;electrolytes;magnesium,holter_monitoring(if_transient_st_changes);coronary_angiogram(provocation_test);echocardiogram(baseline_structural_check),exercise_stress_test(during_acute_phase),7,moph_thailand_cardiology,Prinzmetal angina; characteristic transient ST elevation
I20.8,other_angina_pectoris,ecg_12_lead;cbc;fasting_blood_glucose;lipid_profile,exercise_stress_test(stable_symptoms);stress_echocardiogram(if_ecg_uninterpretable);coronary_cta(intermediate_probability),troponin(if_stable_chronic_symptoms),6,moph_thailand_cardiology,Includes angina equivalents; assess cardiovascular risk factors
I20.9,angina_pectoris_unspecified,ecg_12_lead;lipid_profile;fasting_blood_glucose,exercise_stress_test(diagnostic_confirmation);echocardiogram(if_murmur);cbc(check_anemia_exacerbation),pet_scan_cardiac,5,moph_thailand_cardiology,General workup for chest pain of suspected cardiac origin
I21.0,stemi_anterior_wall,ecg_12_lead;troponin_hs;cbc;electrolytes;coronary_angiogram,echocardiogram(post_revascularization);chest_xray(if_heart_failure_signs);coagulation_panel(pre_procedure);renal_function(contrast_risk),ct_brain;exercise_stress_test(acute_phase),9,moph_thailand_acs,Critical emergency; immediate activation of cath lab pathway
I21.1,stemi_inferior_wall,ecg_12_lead;troponin_hs;cbc;electrolytes;coronary_angiogram,right_sided_ecg_V4R(check_rv_infarction);echocardiogram(assess_mr_or_vsd);chest_xray(if_stable),d_dimer;ct_pulmonary_angiogram,8,moph_thailand_acs,Watch for bradycardia and hypotension; avoid nitrates if RV involvement
I21.2,stemi_other_sites,ecg_12_lead;troponin_hs;cbc;creatinine;coronary_angiogram,posterior_ecg_leads(if_reciprocal_changes);echocardiogram(regional_wall_motion);lipid_profile(inpatient),mri_brain,8,moph_thailand_acs,Includes lateral or high lateral infarction patterns
I21.3,stemi_unspecified_site,ecg_12_lead;troponin_hs;coronary_angiogram,echocardiogram(localize_infarct);cbc(baseline);coagulation_panel(if_fibrinolysis_planned),thyroid_function_test(acute_phase),7,moph_thailand_acs,Urgent reperfusion priority; localization via echo or angio
I21.4,nstemi,ecg_12_lead;troponin_hs;cbc;creatinine;electrolytes,coronary_angiogram(risk_stratification);echocardiogram(assess_ef);chest_xray(if_congestion);bnp(if_dyspnea),d_dimer(unless_pe_likely);ck_mb(if_troponin_available),8,moph_thailand_acs,Risk stratification (TIMI/GRACE) determines timing of angiography
I21.9,acute_mi_unspecified,ecg_12_lead;troponin_hs;cbc;electrolytes;creatinine,echocardiogram(diagnostic_clarity);coronary_angiogram(if_indicated);chest_xray(baseline),tumor_markers;autoimmune_panel,8,moph_thailand_acs,Default ACS workup; establish STEMI vs NSTEMI quickly
I24.1,dressler_syndrome,ecg_12_lead;cbc;esr_crp;chest_xray,echocardiogram(assess_effusion);troponin(rule_out_reinfarction);ct_chest(if_diagnosis_unclear),coronary_angiogram(unless_ischemia_suspected),7,moph_thailand_cardiology,Post-MI pericarditis; inflammatory markers usually elevated
I24.8,other_acute_ischemic_heart_disease,ecg_12_lead;troponin_hs;cbc;electrolytes,coronary_angiogram(if_coronary_dissection_suspected);echocardiogram(wall_motion);cta_coronary(anomalous_vessels),blood_culture,7,moph_thailand_cardiology,Covers coronary insufficiency or rare acute ischemic causes
I24.9,acute_ischemic_heart_disease_unspecified,ecg_12_lead;troponin_hs;cbc;creatinine,stress_test(post_stabilization);echocardiogram(function_check);lipid_profile(secondary_prevention),electroencephalogram,6,moph_thailand_cardiology,Observation unit evaluation for rule-out ACS
I25.0,atherosclerotic_cvd,lipid_profile;fasting_blood_glucose;ecg_12_lead,abi_index(if_claudication);carotid_doppler(if_bruit);creatinine(hypertensive),coronary_angiogram(asymptomatic),6,moph_thailand_ncd,Systemic atherosclerosis management and risk factor control
I25.1,atherosclerotic_heart_disease,ecg_12_lead;lipid_profile;fasting_blood_glucose;cbc,exercise_stress_test(symptom_evaluation);echocardiogram(if_structural_disease_suspected);coronary_calcium_score(risk_refinement),troponin(asymptomatic),6,moph_thailand_cardiology,Chronic stable CAD; focus on medical optimization
I25.2,old_myocardial_infarction,ecg_12_lead;echocardiogram;lipid_profile,stress_test(new_symptoms);bnp(if_dyspnea);holter(if_palpitations),ck_mb;troponin(stable),5,moph_thailand_cardiology,History of MI; monitor for HF and arrhythmia
I25.5,ischemic_cardiomyopathy,echocardiogram;ecg_12_lead;bnp;electrolytes;creatinine,coronary_angiogram(viability_assessment);cardiac_mri(viability_scar);holter(arrhythmia_risk),d_dimer,8,moph_thailand_heart_failure,Low EF due to CAD; evaluate for revascularization benefit
I25.6,silent_myocardial_ischemia,ecg_12_lead;exercise_stress_test;lipid_profile,holter_monitoring(st_segment_analysis);stress_echo(if_ecg_baseline_abnormal);coronary_angiogram(high_risk_findings),upper_gi_endoscopy,6,moph_thailand_cardiology,Often found in diabetics; objective evidence of ischemia without pain
I25.8,other_chronic_ischemic_heart_disease,ecg_12_lead;echocardiogram;cbc,cardiac_mri(assess_fibrosis);coronary_cta(anomaly_check);bnp(heart_failure_signs),lumbar_puncture,6,moph_thailand_cardiology,Complex or atypical chronic ischemic presentations
I25.9,chronic_ischemic_heart_disease_unspecified,ecg_12_lead;lipid_profile;fasting_blood_glucose,exercise_stress_test(screening);echocardiogram(if_abnormal_ecg);chest_xray(cardiomegaly_check),bone_scan,5,moph_thailand_ncd,Routine follow-up for suspected chronic coronary syndrome
I26.0,pulmonary_embolism_acute_cor_pulmonale,ct_pulmonary_angiogram;ecg_12_lead;troponin_hs;bnp;cbc;creatinine,echocardiogram(rv_strain_assessment);lower_limb_doppler(dvt_source);coagulation_panel(pre_thrombolysis),coronary_angiogram(unless_acs_concurrent);spirometry,9,moph_thailand_cardiology,High-risk PE; hemodynamic instability requires urgent assessment
I26.9,pulmonary_embolism_no_cor_pulmonale,d_dimer;ct_pulmonary_angiogram;ecg_12_lead;cbc;creatinine,lower_limb_doppler(if_ct_contraindicated);vq_scan(renal_failure);coagulation_panel(warfarin_initiation),echocardiogram(if_low_risk_pesi);holter_monitoring,7,moph_thailand_cardiology,Stable PE; anticoagulation is mainstay; assess bleeding risk
I31.8,other_pericardial_diseases,echocardiogram;chest_xray;ecg_12_lead,ct_chest(pericardial_thickening);esr_crp(inflammation);pericardiocentesis(if_tamponade),coronary_calcium_score,6,moph_thailand_cardiology,Includes constrictive pericarditis; look for hemodynamic signs
I31.9,pericardial_disease_unspecified,echocardiogram;chest_xray;ecg_12_lead,tb_workup(endemic_area);ana_dsdna(autoimmune_screen);cbc,myocardial_biopsy(unless_myocarditis_suspected),6,moph_thailand_cardiology,Screen for infectious (TB) and autoimmune etiologies
I42.0,dilated_cardiomyopathy,echocardiogram;ecg_12_lead;chest_xray;bnp;cbc;thyroid_function_test,coronary_angiogram(rule_out_ischemic);cardiac_mri(tissue_characterization);holter(arrhythmia_surveillance),d_dimer,9,moph_thailand_heart_failure,"Investigate reversible causes (alcohol, thyroid, tachycardia)"
I42.1,obstructive_hypertrophic_cardiomyopathy,echocardiogram;ecg_12_lead;holter_monitoring,cardiac_mri(septal_thickness_verification);genetic_testing(family_screening);exercise_stress_echo(provoke_gradient),coronary_angiogram(unless_chest_pain),6,moph_thailand_cardiology,HOCM; assess LVOT gradient and SAM; avoid dehydration
I42.2,other_hypertrophic_cardiomyopathy,echocardiogram;ecg_12_lead;holter_monitoring,cardiac_mri(apical_variant);bnp(symptom_correlation);family_screening_echo,bronchoscopy,6,moph_thailand_cardiology,Non-obstructive forms; risk of sudden cardiac death assessment
I42.3,endomyocardial_eosinophilic_disease,cbc_with_differential;echocardiogram;cardiac_mri,endomyocardial_biopsy(definitive_diagnosis);bone_marrow_biopsy(hypereosinophilic_syndrome);troponin,lipid_profile,7,moph_thailand_cardiology,Loeffler endocarditis; look for peripheral eosinophilia
I42.4,endocardial_fibroelastosis,echocardiogram;ecg_12_lead;chest_xray,cardiac_mri(fibrosis_imaging);genetic_testing;viral_pcr,coronary_calcium_score,6,pediatric_cardiology,"Rare, predominantly pediatric; distinct endocardial thickening"
